manufacturer,code,name,start_date,end_date,manufacturer_description,tags,synonyms,coe,type,manufacturer_url,image_path,image_url,stock_type
BE,BE-002024,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-red-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002024-0030-F_01.jpg,
BE,BE-002026,Clear,,,"This style may not reveal (or strike to) its target color until fired. Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear"", ""striker""",,90,sheet,https://shop.bullseyeglass.com/clear-spring-green-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002026-0030-F_01.jpg,
BE,BE-002037,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-french-vanilla-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002037-0030-F_01.jpg,
BE,BE-002047,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-deep-cobalt-blue-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002047-0030-F_01.jpg,
BE,BE-002064,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-egyptian-blue-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002064-0030-F_01.jpg,
BE,BE-002100,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-black-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002100-0030-F_01.jpg,
BE,BE-002105,Blue Opal,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue""",,90,sheet,https://shop.bullseyeglass.com/blue-opal-plum-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002105-0030-F_01.jpg,
BE,BE-002107,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-light-green-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002107-0030-F_01.jpg,
BE,BE-002108,Powder Blue Opal,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue""",,90,frit,https://shop.bullseyeglass.com/powder-blue-opal-marine-blue-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002108-0030-F_01.jpg,
BE,BE-002109,White,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-dark-brown-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002109-0030-F_01.jpg,
BE,BE-002112,Mint Green Opalescent,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""green""",,90,sheet,https://shop.bullseyeglass.com/mint-green-opal-aventurine-green-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002112-0030-F_01.jpg,
BE,BE-002116,Turquoise Blue,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue"", ""green""",,90,sheet,https://shop.bullseyeglass.com/turquoise-blue-deep-royal-blue-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002116-0030-F_01.jpg,
BE,BE-002121,Yellow Opalescent,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""yellow""",,90,sheet,https://shop.bullseyeglass.com/yellow-opal-aventurine-green-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002121-0030-F_01.jpg,
BE,BE-002122,Yellow Opal,,,"To learn about the performance characteristics of specific glasses, visit https://www.bullseyeglass.com/about-our-glass/#001101 For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""yellow""",,90,sheet,https://shop.bullseyeglass.com/yellow-opal-deep-green-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002122-0030-F_01.jpg,
BE,BE-002123,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-orange-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002123-0030-F_01.jpg,
BE,BE-002124,Red Opal,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""red""",,90,sheet,https://shop.bullseyeglass.com/red-opal-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002124-0030-F_01.jpg,
BE,BE-002125,Yellow,,,"This style may not reveal (or strike to) its target color until fired. Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""striker"", ""yellow""",,90,sheet,https://shop.bullseyeglass.com/yellow-red-striker-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002125-0030-F_01.jpg,
BE,BE-002128,Royal Purple,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""purple""",,90,frit,https://shop.bullseyeglass.com/royal-purple-powder-blue-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002128-0030-F_01.jpg,
BE,BE-002129,Charcoal Gray,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""black"", ""gray""",,90,sheet,https://shop.bullseyeglass.com/charcoal-gray-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002129-0030-F_01.jpg,
BE,BE-002130,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002130-0030-F_01.jpg,
BE,BE-002137,Medium Amber,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""orange"", ""yellow""",,90,sheet,https://shop.bullseyeglass.com/medium-amber-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002137-0030-F_01.jpg,
BE,BE-002140,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-blue-aventurine-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002140-0030-F_01.jpg,
BE,BE-002146,Copper Blue,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue"", ""brown"", ""orange"", ""red""",,90,sheet,https://shop.bullseyeglass.com/copper-blue-white-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002146-0030-F_01.jpg,
BE,BE-002164,Caribbean Blue,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue"", ""green""",,90,sheet,https://shop.bullseyeglass.com/caribbean-blue-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002164-0030-F_01.jpg,
BE,BE-002176,Peacock Blue Transparent,,,"Individual Glass Samples In addition to our master and modular sample sets, we offer individual 2"" x 2"" samples of all Standard Bullseye sheet glass styles. Hand-select precisely the samples you need from our full range of transparent, opalescent, streaky, and collage glasses. Technical note Samples are for visual reference only, with style codes permanently etched into the glass. They are not tested for compatibility and are not intended for kiln work.","""blue"", ""green""",,90,sheet,https://shop.bullseyeglass.com/Peacock-Blue-Transparent-White-Opalescent-2-Color-Mix-Double-rolled-3-mm-Fusible,,https://shop.bullseyeglass.com/site/images/items/002176-0030-F_01.jpg,
BE,BE-002209,Dark Brown,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""brown""",,90,sheet,https://shop.bullseyeglass.com/dark-brown-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002209-0030-F_01.jpg,
BE,BE-002212,Olive Green Opalescent,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""brown"", ""green""",,90,sheet,https://shop.bullseyeglass.com/olive-green-opal-aventurine-green-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002212-0030-F_01.jpg,
BE,BE-002213,Black,,,"Cascade - These are unique mixes! Part of the fun and mystery of these styles is that no two are alike. Expect variation! For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""black""",,90,sheet,https://shop.bullseyeglass.com/black-white-2-color-mix-cascade-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002213-CA30-F_01.jpg,
BE,BE-002218,Aqua Blue,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue"", ""green""",,90,sheet,https://shop.bullseyeglass.com/aqua-blue-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002218-0030-F_01.jpg,
BE,BE-002237,Warm White Opalescent,,,"Individual Glass Samples In addition to our master and modular sample sets, we offer individual 2"" x 2"" samples of all Standard Bullseye sheet glass styles. Hand-select precisely the samples you need from our full range of transparent, opalescent, streaky, and collage glasses. Technical note Samples are for visual reference only, with style codes permanently etched into the glass. They are not tested for compatibility and are not intended for kiln work.","""white""",,90,sheet,https://shop.bullseyeglass.com/Warm-White-Opalescent-Light-Amber-Transparent-2-Color-Mix-Double-rolled-3-mm-Fusible,,https://shop.bullseyeglass.com/site/images/items/002237-0030-F_01.jpg,
BE,BE-002249,White,,,"Limited Production Cascade - Part of the fun and mystery of these styles is that no two are alike. Expect variation! To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit","""white""",,90,sheet,https://shop.bullseyeglass.com/white-light-silver-gray-2-color-mix-cascade-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002249-CA30-F_01.jpg,
BE,BE-002250,Soft. Yellow Opal,,,"To learn about the performance characteristics of specific glasses, visit http://www.bullseyeglass.com/products/about-our-glass.html#001841 For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""yellow""",,90,sheet,https://shop.bullseyeglass.com/soft-yellow-opal-deep-red-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002250-0030-F_01.jpg,
BE,BE-002302,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-pink-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002302-0030-F_01.jpg,
BE,BE-002304,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-lavender-blue-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002304-0030-F_01.jpg,
BE,BE-002305,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-salmon-pink-opal-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002305-0030-F_01.jpg,
BE,BE-002310,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-cranberry-pink-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002310-0030-F_01.jpg,
BE,BE-002311,Cranberry Pink,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""pink""",,90,sheet,https://shop.bullseyeglass.com/cranberry-pink-white-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002311-0030-F_01.jpg,
BE,BE-002312,White,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-aventurine-green-2-color-mix-double-rolled-3-mm-fusible_2,,https://shop.bullseyeglass.com/site/images/items/002312-0030-F_01.jpg,
BE,BE-002416,Light Turquoise Blue,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue"", ""green""",,90,sheet,https://shop.bullseyeglass.com/light-turquoise-blue-true-blue-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002416-0030-F_01.jpg,
BE,BE-002537,French Vanilla with Lt Turquoise Blue 2-Color Mix,,,"Please Note: The images for this style in Catalog 14 (page 18) are labeled incorrectly. The top image is the Infusion; the bottom image is the Cascade style. Cascade - These are unique mixes of French Vanilla and Turquoise Blue, which create a reaction when combined. Part of the fun and mystery of these styles is that no two are alike. Expect variation! For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue"", ""green"", ""white"", ""yellow""",,90,sheet,https://shop.bullseyeglass.com/french-vanilla-with-lt-turquoise-blue-2-color-mix-cascade-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002537-CA30-F_01.jpg,
BE,BE-002941,Warm White,,,"This style may not reveal (or strike to) its target color until fired. To learn about the performance characteristics of specific glasses, visit About Our Glass . Cascade - These are unique mixes! Part of the fun and mystery of these styles is that no two are alike. Expect variation! For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""striker"", ""white""",,90,sheet,https://shop.bullseyeglass.com/warm-white-pine-green-2-color-mix-cascade-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002941-CA30-F_01.jpg,
BE,BE-002964,Warm White,,,"Cascade - These are unique mixes! Part of the fun and mystery of these styles is that no two are alike. Expect variation! For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/warm-white-true-blue-2-color-mix-cascade-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002964-CA30-F_01.jpg,
BE,BE-002971,Petrified Wood 2-Color Mix,,,"This style may not reveal (or strike to) its target color until fired. To learn about the performance characteristics of specific glasses, visit About Our Glass . Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""striker""",,90,sheet,https://shop.bullseyeglass.com/petrified-wood-2-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/002971-0030-F_01.jpg,
BE,BE-003026,Cranberry Pink,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""pink""",,90,sheet,https://shop.bullseyeglass.com/cranberry-pink-royal-blue-spring-green-white-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003026-0030-F_01.jpg,
BE,BE-003045,Azure Blue Opal,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue""",,90,sheet,https://shop.bullseyeglass.com/azure-blue-opal-jade-green-opal-neo-lavender-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003045-0030-F_01.jpg,
BE,BE-003086,White,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-turquoise-blue-midnight-blue-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003086-0030-F_01.jpg,
BE,BE-003100,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-white-black-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003100-0030-F_01.jpg,
BE,BE-003116,Clear,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-turquoise-blue-white-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003116-0030-F_01.jpg,
BE,BE-003123,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-orange-opal-aventurine-green-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003123-0030-F_01.jpg,
BE,BE-003126,Cranberry,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""unknown""",,90,sheet,https://shop.bullseyeglass.com/cranberry-royal-blue-spring-green-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003126-0030-F_01.jpg,
BE,BE-003203,Woodland Brown Opal,,,"This style may not reveal (or strike to) its target color until fired. Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""brown"", ""striker""",,90,sheet,https://shop.bullseyeglass.com/woodland-brown-opal-ivory-black-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003203-0030-F_01.jpg,
BE,BE-003212,Olive Green Opalescent,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""brown"", ""green""",,90,sheet,https://shop.bullseyeglass.com/olive-green-opal-aventurine-green-deep-brown-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003212-0030-F_01.jpg,
BE,BE-003328,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-deep-royal-purple-cranberry-pink-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003328-0030-F_01.jpg,
BE,BE-003334,Cranberry Pink,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""pink""",,90,sheet,https://shop.bullseyeglass.com/cranberry-pink-gold-purple-white-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003334-0030-F_01.jpg,
BE,BE-003345,Cranberry Pink,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""pink""",,90,sheet,https://shop.bullseyeglass.com/cranberry-pink-emerald-green-white-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003345-0030-F_01.jpg,
BE,BE-003346,Cranberry Pink,,,"To learn about the performance characteristics of specific glasses, visit About Our Glass . For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""pink""",,90,sheet,https://shop.bullseyeglass.com/cranberry-pink-azure-blue-white-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003346-0030-F_01.jpg,
BE,BE-003501,White,,,"Streaky Sheet Glass Hand-rolled and controlled for mix consistency, with the unique patterning of true art glass. Nearly all are suitable for fusing or cold applications. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""white""",,90,sheet,https://shop.bullseyeglass.com/white-aventurine-green-caramel-opal-3-color-mix-double-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/003501-0030-F_01.jpg,
BE,BE-004010,SPRING: Blue,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue""",,90,sheet,https://shop.bullseyeglass.com/spring-blue-green-aqua-and-pink-on-white-lacy-white-base-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004010-0000-F_01.jpg,
BE,BE-004011,AUTUMN: Orange,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""orange""",,90,sheet,https://shop.bullseyeglass.com/autumn-orange-yellow-and-red-on-white-lacy-white-base-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004011-0000-F_01.jpg,
BE,BE-004014,Spring Green and Deep Pink on White Lacy White Base Collage,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""green"", ""pink"", ""white""",,90,sheet,https://shop.bullseyeglass.com/spring-green-and-deep-pink-on-white-lacy-white-base-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004014-0000-F_01.jpg,
BE,BE-004100,Black Clear Base Collage,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""black"", ""clear""",,90,sheet,https://shop.bullseyeglass.com/black-clear-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004100-0000-F_01.jpg,
BE,BE-004102,Clear with Clear Fractures Clear Base Collage,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear""",,90,sheet,https://shop.bullseyeglass.com/clear-with-clear-fractures-clear-collage-double-rolled-iridescent-rainbow-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004102-0031-F_01.jpg,
BE,BE-004110,SPRING: Blue,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""blue""",,90,sheet,https://shop.bullseyeglass.com/spring-blue-green-aqua-and-pink-on-clear-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004110-0000-F_01.jpg,
BE,BE-004111,AUTUMN: Orange,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""orange""",,90,sheet,https://shop.bullseyeglass.com/autumn-orange-yellow-and-red-on-clear-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004111-0000-F_01.jpg,
BE,BE-004112,SUMMER: Green and Yellow on Clear Clear Base Collage,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear"", ""green"", ""yellow""",,90,sheet,https://shop.bullseyeglass.com/summer-green-and-yellow-on-clear-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004112-0000-F_01.jpg,
BE,BE-004113,WINTER: White (with Clear Streamers) on Clear Clear Base Collage,,,"Collage Sheet Glass Random patterns of stringers, confetti, and/or frits, arranged on the casting table and rolled over with molten glass. For details about sheet glass sizes, visit What to Expect from Bullseye Glass","""clear"", ""white""",,90,sheet,https://shop.bullseyeglass.com/winter-white-with-clear-streamers-on-clear-collage-single-rolled-3-mm-fusible,,https://shop.bullseyeglass.com/site/images/items/004113-0000-F_01.jpg,
